func_provider,func_mem,file_size,src_provider,dest_provider,same_region,upload_time,download_time
aws,128,0,unknown,unknown,True,0,0
aws,128,10MB,gcp,gcp,True,11.859,8.378
aws,128,0,unknown,unknown,True,0,0
aws,128,10MB,gcp,gcp,True,7.639,9.298
aws,128,0,unknown,unknown,True,0,0
aws,128,10MB,gcp,gcp,True,10.621,4.72
aws,128,0,unknown,unknown,True,0,0
aws,128,0,unknown,unknown,True,0,0
aws,128,0,unknown,unknown,True,0,0
aws,128,10MB,gcp,gcp,True,7.081,9.778
aws,128,0,unknown,unknown,True,0,0
aws,128,10MB,gcp,gcp,True,9.901,8.258
aws,128,0,unknown,unknown,True,0,0
aws,128,0,unknown,unknown,True,0,0
aws,128,0,unknown,unknown,True,0,0
aws,128,10MB,gcp,gcp,True,6.921,9.959
aws,128,0,unknown,unknown,True,0,0
aws,128,0,unknown,unknown,True,0,0
aws,256,10MB,aws,aws,True,5.46,21.099
aws,256,10MB,gcp,gcp,True,2.739,2.461
aws,256,10MB,aws,aws,True,1.951,1.999
aws,256,10MB,gcp,gcp,True,3.82,1.599
aws,256,10MB,aws,aws,True,1.62,1.796
aws,256,10MB,gcp,gcp,True,1.994,1.38
aws,256,10MB,aws,aws,True,1.173,1.646
aws,256,10MB,gcp,gcp,True,1.25,0.759
aws,256,10MB,aws,aws,True,1.299,1.34
aws,256,10MB,gcp,gcp,True,1.254,0.678
aws,256,10MB,aws,aws,True,0.872,1.28
aws,256,10MB,gcp,gcp,True,1.4,1.14
aws,256,10MB,aws,aws,True,1.559,1.32
aws,256,10MB,gcp,gcp,True,1.98,0.812
aws,256,10MB,aws,aws,True,0.869,1.141
aws,256,10MB,gcp,gcp,True,1.22,0.694
aws,256,10MB,aws,aws,True,0.659,0.922
aws,256,10MB,gcp,gcp,True,1.527,0.585
aws,256,10MB,aws,aws,True,1.017,0.859
aws,256,10MB,gcp,gcp,True,1.231,0.689
aws,256,10MB,aws,aws,True,0.863,1.207
aws,256,10MB,gcp,gcp,True,1.203,0.599
aws,256,10MB,aws,aws,True,1.128,0.986
aws,256,10MB,gcp,gcp,True,1.304,0.8
aws,256,10MB,aws,aws,True,0.907,0.946
aws,256,10MB,gcp,gcp,True,1.164,0.939
aws,256,10MB,aws,aws,True,0.592,1.041
aws,256,10MB,gcp,gcp,True,1.573,0.72
aws,256,10MB,aws,aws,True,0.691,0.646
aws,256,10MB,gcp,gcp,True,1.179,0.764
aws,512,10MB,aws,aws,True,2.562,8.859
aws,512,10MB,gcp,gcp,True,1.12,1.185
aws,512,10MB,aws,aws,True,1.036,1.404
aws,512,10MB,gcp,gcp,True,2.004,0.793
aws,512,10MB,aws,aws,True,0.863,0.814
aws,512,10MB,gcp,gcp,True,0.951,0.599
aws,512,10MB,aws,aws,True,0.6,0.646
aws,512,10MB,gcp,gcp,True,0.779,0.583
aws,512,10MB,aws,aws,True,0.764,0.641
aws,512,10MB,gcp,gcp,True,1.14,0.664
aws,512,10MB,aws,aws,True,0.431,0.494
aws,512,10MB,gcp,gcp,True,0.93,0.512
aws,512,10MB,aws,aws,True,0.376,0.558
aws,512,10MB,gcp,gcp,True,0.763,0.464
aws,512,10MB,aws,aws,True,0.294,0.657
aws,512,10MB,gcp,gcp,True,0.76,0.509
aws,512,10MB,aws,aws,True,0.511,0.609
aws,512,10MB,gcp,gcp,True,0.755,0.461
aws,512,10MB,aws,aws,True,0.532,0.432
aws,512,10MB,gcp,gcp,True,0.742,0.678
aws,512,10MB,aws,aws,True,0.487,0.438
aws,512,10MB,gcp,gcp,True,0.799,0.46
aws,512,10MB,aws,aws,True,0.462,0.523
aws,512,10MB,gcp,gcp,True,0.697,0.445
aws,512,10MB,aws,aws,True,0.394,0.438
aws,512,10MB,gcp,gcp,True,0.805,0.458
aws,512,10MB,aws,aws,True,0.428,0.3
aws,512,10MB,gcp,gcp,True,0.655,0.531
aws,512,10MB,aws,aws,True,0.396,0.431
aws,512,10MB,gcp,gcp,True,0.921,0.457
aws,1024,10MB,aws,aws,True,1.235,3.522
aws,1024,10MB,gcp,gcp,True,0.613,0.757
aws,1024,10MB,aws,aws,True,0.352,0.423
aws,1024,10MB,gcp,gcp,True,0.505,0.566
aws,1024,10MB,aws,aws,True,0.802,0.41
aws,1024,10MB,gcp,gcp,True,0.496,0.641
aws,1024,10MB,aws,aws,True,0.454,0.305
aws,1024,10MB,gcp,gcp,True,0.597,0.481
aws,1024,10MB,aws,aws,True,0.254,0.251
aws,1024,10MB,gcp,gcp,True,0.475,0.363
aws,1024,10MB,aws,aws,True,0.34,0.245
aws,1024,10MB,gcp,gcp,True,0.519,0.369
aws,1024,10MB,aws,aws,True,0.705,0.831
aws,1024,10MB,gcp,gcp,True,0.438,0.38
aws,1024,10MB,aws,aws,True,0.263,0.359
aws,1024,10MB,gcp,gcp,True,0.536,0.341
aws,1024,10MB,aws,aws,True,0.307,0.198
aws,1024,10MB,gcp,gcp,True,0.477,0.356
aws,1024,10MB,aws,aws,True,0.288,0.304
aws,1024,10MB,gcp,gcp,True,0.48,0.355
aws,1024,10MB,aws,aws,True,0.431,0.338
aws,1024,10MB,gcp,gcp,True,0.481,0.355
aws,1024,10MB,aws,aws,True,0.794,0.181
aws,1024,10MB,gcp,gcp,True,0.443,0.383
aws,1024,10MB,aws,aws,True,0.397,0.316
aws,1024,10MB,gcp,gcp,True,0.547,0.348
aws,1024,10MB,aws,aws,True,0.298,0.182
aws,1024,10MB,gcp,gcp,True,0.51,0.351
aws,1024,10MB,aws,aws,True,0.379,0.356
aws,1024,10MB,gcp,gcp,True,0.475,0.349
aws,2048,10MB,aws,aws,True,0.654,1.982
aws,2048,10MB,gcp,gcp,True,0.485,0.418
aws,2048,10MB,aws,aws,True,0.344,0.311
aws,2048,10MB,gcp,gcp,True,0.408,0.309
aws,2048,10MB,aws,aws,True,0.393,0.231
aws,2048,10MB,gcp,gcp,True,0.387,0.294
aws,2048,10MB,aws,aws,True,0.299,0.372
aws,2048,10MB,gcp,gcp,True,0.368,0.361
aws,2048,10MB,aws,aws,True,0.32,0.186
aws,2048,10MB,gcp,gcp,True,0.385,0.301
aws,2048,10MB,aws,aws,True,0.265,0.175
aws,2048,10MB,gcp,gcp,True,0.377,0.316
aws,2048,10MB,aws,aws,True,0.269,0.222
aws,2048,10MB,gcp,gcp,True,0.363,0.292
aws,2048,10MB,aws,aws,True,0.291,0.167
aws,2048,10MB,gcp,gcp,True,0.417,0.266
aws,2048,10MB,aws,aws,True,0.254,0.168
aws,2048,10MB,gcp,gcp,True,0.376,0.314
aws,2048,10MB,aws,aws,True,0.431,0.159
aws,2048,10MB,gcp,gcp,True,0.38,0.207
aws,2048,10MB,aws,aws,True,0.24,0.189
aws,2048,10MB,gcp,gcp,True,0.358,0.319
aws,2048,10MB,aws,aws,True,0.3,0.157
aws,2048,10MB,gcp,gcp,True,0.365,0.318
aws,2048,10MB,aws,aws,True,0.301,0.244
aws,2048,10MB,gcp,gcp,True,0.379,0.304
aws,2048,10MB,aws,aws,True,0.301,0.162
aws,2048,10MB,gcp,gcp,True,0.364,0.335
aws,2048,10MB,aws,aws,True,0.132,0.164
aws,2048,10MB,gcp,gcp,True,0.327,0.31
gcp,256,10MB,aws,aws,True,2.651,6.717
gcp,256,10MB,gcp,gcp,True,1.999,1.908
gcp,256,0,unknown,unknown,True,0,0
gcp,256,10MB,gcp,gcp,True,0.708,0.786
gcp,256,10MB,aws,aws,True,3.176,7.211
gcp,256,10MB,gcp,gcp,True,1.915,2.689
gcp,256,10MB,aws,aws,True,2.301,3.019
gcp,256,10MB,gcp,gcp,True,1.463,2.596
gcp,256,10MB,aws,aws,True,5.02,2.898
gcp,256,10MB,gcp,gcp,True,1.644,1.91
gcp,256,10MB,aws,aws,True,2.065,5.71
gcp,256,10MB,gcp,gcp,True,1.645,2.209
gcp,256,10MB,aws,aws,True,2.327,5.595
gcp,256,10MB,gcp,gcp,True,1.507,1.414
gcp,256,10MB,aws,aws,True,2.296,4.816
gcp,256,0,unknown,unknown,True,0,0
gcp,256,10MB,aws,aws,True,4.198,13.013
gcp,256,10MB,gcp,gcp,True,2.306,2.901
gcp,256,10MB,aws,aws,True,2.188,5.705
gcp,256,10MB,gcp,gcp,True,1.796,2.3
gcp,256,10MB,aws,aws,True,2.555,5.801
gcp,256,10MB,gcp,gcp,True,1.291,1.814
gcp,256,0,unknown,unknown,True,0,0
gcp,256,10MB,gcp,gcp,True,2.801,6.393
gcp,256,10MB,aws,aws,True,3.908,9.394
gcp,256,10MB,gcp,gcp,True,2.063,2.101
gcp,256,10MB,aws,aws,True,2.088,5.597
gcp,256,10MB,gcp,gcp,True,0.995,1.896
gcp,256,10MB,aws,aws,True,1.772,2.201
gcp,256,10MB,gcp,gcp,True,1.375,1.304
gcp,512,10MB,aws,aws,True,1.284,1.441
gcp,512,10MB,gcp,gcp,True,0.987,1.144
gcp,512,10MB,aws,aws,True,0.837,1.812
gcp,512,10MB,gcp,gcp,True,0.835,0.794
gcp,512,10MB,aws,aws,True,1.137,1.418
gcp,512,10MB,gcp,gcp,True,0.695,0.817
gcp,512,10MB,aws,aws,True,1.034,1.832
gcp,512,10MB,gcp,gcp,True,0.605,0.599
gcp,512,10MB,aws,aws,True,1.178,1.236
gcp,512,10MB,gcp,gcp,True,0.975,0.672
gcp,512,10MB,aws,aws,True,0.885,4.807
gcp,512,10MB,gcp,gcp,True,0.601,0.583
gcp,512,10MB,aws,aws,True,1.114,5.054
gcp,512,10MB,gcp,gcp,True,0.649,0.752
gcp,512,10MB,aws,aws,True,0.945,5.799
gcp,512,10MB,gcp,gcp,True,0.709,0.641
gcp,512,10MB,aws,aws,True,0.994,5.385
gcp,512,10MB,gcp,gcp,True,0.914,0.582
gcp,512,10MB,aws,aws,True,0.868,5.722
gcp,512,10MB,gcp,gcp,True,0.748,0.746
gcp,512,10MB,aws,aws,True,0.961,5.81
gcp,512,10MB,gcp,gcp,True,0.91,1.453
gcp,512,10MB,aws,aws,True,0.907,5.969
gcp,512,10MB,gcp,gcp,True,1.061,1.294
gcp,512,10MB,aws,aws,True,0.835,5.6
gcp,512,10MB,gcp,gcp,True,0.775,0.601
gcp,512,10MB,aws,aws,True,0.782,5.308
gcp,512,10MB,gcp,gcp,True,0.611,0.745
gcp,512,10MB,aws,aws,True,0.75,5.35
gcp,512,10MB,gcp,gcp,True,0.572,0.663
gcp,1024,10MB,aws,aws,True,0.925,5.153
gcp,1024,10MB,gcp,gcp,True,0.542,0.756
gcp,1024,10MB,aws,aws,True,0.741,5.178
gcp,1024,10MB,gcp,gcp,True,1.567,0.489
gcp,1024,10MB,aws,aws,True,1.264,5.226
gcp,1024,10MB,gcp,gcp,True,0.61,0.475
gcp,1024,10MB,aws,aws,True,0.734,5.253
gcp,1024,10MB,gcp,gcp,True,0.523,0.427
gcp,1024,10MB,aws,aws,True,0.747,0.734
gcp,1024,10MB,gcp,gcp,True,0.732,0.333
gcp,1024,10MB,aws,aws,True,0.713,1.154
gcp,1024,10MB,gcp,gcp,True,0.401,0.325
gcp,1024,10MB,aws,aws,True,0.732,2.273
gcp,1024,10MB,gcp,gcp,True,0.487,0.301
gcp,1024,10MB,aws,aws,True,0.619,2.129
gcp,1024,10MB,gcp,gcp,True,0.566,0.499
gcp,1024,10MB,aws,aws,True,1.016,0.675
gcp,1024,10MB,gcp,gcp,True,0.588,0.333
gcp,1024,10MB,aws,aws,True,0.682,0.731
gcp,1024,10MB,gcp,gcp,True,0.4,0.396
gcp,1024,10MB,aws,aws,True,0.737,1.162
gcp,1024,10MB,gcp,gcp,True,0.417,0.379
gcp,1024,10MB,aws,aws,True,0.725,5.085
gcp,1024,10MB,gcp,gcp,True,0.405,0.536
gcp,1024,10MB,aws,aws,True,0.714,4.822
gcp,1024,10MB,gcp,gcp,True,0.437,0.455
gcp,1024,10MB,aws,aws,True,0.719,5.091
gcp,1024,10MB,gcp,gcp,True,0.446,0.388
gcp,1024,10MB,aws,aws,True,0.705,4.642
gcp,1024,10MB,gcp,gcp,True,0.448,0.356
gcp,2048,10MB,aws,aws,True,0.967,1.984
gcp,2048,10MB,gcp,gcp,True,0.434,0.453
gcp,2048,10MB,aws,aws,True,0.641,2.105
gcp,2048,10MB,gcp,gcp,True,0.486,0.355
gcp,2048,10MB,aws,aws,True,0.735,0.625
gcp,2048,10MB,gcp,gcp,True,0.487,0.322
gcp,2048,10MB,aws,aws,True,0.561,0.574
gcp,2048,10MB,gcp,gcp,True,0.4,0.244
gcp,2048,10MB,aws,aws,True,0.7,2.081
gcp,2048,10MB,gcp,gcp,True,0.452,0.386
gcp,2048,10MB,aws,aws,True,0.632,0.689
gcp,2048,10MB,gcp,gcp,True,0.38,0.25
gcp,2048,10MB,aws,aws,True,0.663,0.556
gcp,2048,10MB,gcp,gcp,True,0.478,0.331
gcp,2048,10MB,aws,aws,True,0.911,4.599
gcp,2048,10MB,gcp,gcp,True,0.41,0.325
gcp,2048,10MB,aws,aws,True,0.683,4.618
gcp,2048,10MB,gcp,gcp,True,0.513,0.356
gcp,2048,10MB,aws,aws,True,0.57,4.841
gcp,2048,10MB,gcp,gcp,True,0.441,0.249
gcp,2048,10MB,aws,aws,True,0.534,4.511
gcp,2048,10MB,gcp,gcp,True,0.387,0.259
gcp,2048,10MB,aws,aws,True,0.617,1.1
gcp,2048,10MB,gcp,gcp,True,0.399,0.285
gcp,2048,10MB,aws,aws,True,0.71,0.597
gcp,2048,10MB,gcp,gcp,True,0.392,0.278
gcp,2048,10MB,aws,aws,True,0.578,0.506
gcp,2048,10MB,gcp,gcp,True,0.401,0.38
gcp,2048,10MB,aws,aws,True,0.669,0.589
gcp,2048,10MB,gcp,gcp,True,0.419,0.284
aws,128,0,unknown,unknown,True,0,0
aws,128,10MB,gcp,gcp,True,11.76,4.519
aws,128,0,unknown,unknown,True,0,0
aws,256,10MB,aws,aws,True,4.481,24.02
aws,256,10MB,gcp,gcp,True,2.797,2.083
aws,256,10MB,aws,aws,True,2.133,2.907
aws,512,10MB,aws,aws,True,2.598,7.177
aws,512,10MB,gcp,gcp,True,1.049,1.505
aws,512,10MB,aws,aws,True,0.976,1.383
aws,1024,10MB,aws,aws,True,1.322,3.344
aws,1024,10MB,gcp,gcp,True,0.731,0.662
aws,1024,10MB,aws,aws,True,0.43,0.505
aws,2048,10MB,aws,aws,True,0.7,1.973
aws,2048,10MB,gcp,gcp,True,0.509,0.449
aws,2048,10MB,aws,aws,True,0.321,0.277
gcp,256,10MB,aws,aws,True,0.989,1.757
gcp,256,10MB,gcp,gcp,True,2.586,2.984
gcp,256,10MB,aws,aws,True,2.7,6.506
gcp,512,10MB,aws,aws,True,1.566,5.416
gcp,512,10MB,gcp,gcp,True,1.02,1.212
gcp,512,10MB,aws,aws,True,0.899,5.32
gcp,1024,10MB,aws,aws,True,1.469,6.266
gcp,1024,10MB,gcp,gcp,True,0.965,0.783
gcp,1024,10MB,aws,aws,True,0.97,5.053
gcp,2048,10MB,aws,aws,True,0.834,5.354
gcp,2048,10MB,gcp,gcp,True,0.687,0.357
gcp,2048,10MB,aws,aws,True,0.627,4.449
aws,512,50MB,aws,aws,True,5.083,11.62
aws,512,50MB,gcp,gcp,True,4.709,2.517
aws,512,50MB,aws,aws,True,2.063,2.252
aws,512,50MB,gcp,gcp,True,3.073,1.659
aws,512,50MB,aws,aws,True,1.342,1.747
aws,512,50MB,gcp,gcp,True,2.425,0.943
aws,512,50MB,aws,aws,True,1.317,1.7
aws,512,50MB,gcp,gcp,True,2.399,0.977
aws,512,50MB,aws,aws,True,1.758,1.484
aws,512,50MB,gcp,gcp,True,2.424,0.94
aws,512,50MB,aws,aws,True,1.631,1.303
aws,512,50MB,gcp,gcp,True,2.384,1.681
aws,512,50MB,aws,aws,True,1.178,1.415
aws,512,50MB,gcp,gcp,True,2.467,0.895
aws,512,50MB,aws,aws,True,1.05,1.565
aws,512,50MB,gcp,gcp,True,2.428,1.001
aws,512,50MB,aws,aws,True,1.089,1.45
aws,512,50MB,gcp,gcp,True,2.602,0.956
aws,512,50MB,aws,aws,True,1.111,1.413
aws,512,50MB,gcp,gcp,True,2.368,1.005
aws,512,50MB,aws,aws,True,1.371,1.519
aws,512,50MB,gcp,gcp,True,2.497,0.898
aws,512,50MB,aws,aws,True,1.479,1.205
aws,512,50MB,gcp,gcp,True,2.382,1.081
aws,512,50MB,aws,aws,True,1.412,1.529
aws,512,50MB,gcp,gcp,True,2.486,0.985
aws,512,50MB,aws,aws,True,1.525,1.562
aws,512,50MB,gcp,gcp,True,2.485,0.963
aws,512,50MB,aws,aws,True,1.5,1.129
aws,512,50MB,gcp,gcp,True,2.378,0.956
aws,1024,50MB,aws,aws,True,2.396,5.746
aws,1024,50MB,gcp,gcp,True,2.077,0.954
aws,1024,50MB,aws,aws,True,1.15,1.047
aws,1024,50MB,gcp,gcp,True,1.533,1.037
aws,1024,50MB,aws,aws,True,0.882,1.147
aws,1024,50MB,gcp,gcp,True,1.384,0.597
aws,1024,50MB,aws,aws,True,0.974,0.818
aws,1024,50MB,gcp,gcp,True,1.39,0.524
aws,1024,50MB,aws,aws,True,0.954,0.79
aws,1024,50MB,gcp,gcp,True,1.452,0.508
aws,1024,50MB,aws,aws,True,0.777,0.753
aws,1024,50MB,gcp,gcp,True,1.464,0.463
aws,1024,50MB,aws,aws,True,0.859,1.174
aws,1024,50MB,gcp,gcp,True,1.368,0.485
aws,1024,50MB,aws,aws,True,0.628,0.775
aws,1024,50MB,gcp,gcp,True,1.427,0.517
aws,1024,50MB,aws,aws,True,0.853,0.632
aws,1024,50MB,gcp,gcp,True,1.42,0.513
aws,1024,50MB,aws,aws,True,0.645,0.664
aws,1024,50MB,gcp,gcp,True,1.473,0.549
aws,1024,50MB,aws,aws,True,0.82,0.65
aws,1024,50MB,gcp,gcp,True,1.416,0.457
aws,1024,50MB,aws,aws,True,0.665,0.663
aws,1024,50MB,gcp,gcp,True,1.422,0.528
aws,1024,50MB,aws,aws,True,0.827,0.812
aws,1024,50MB,gcp,gcp,True,1.476,0.661
aws,1024,50MB,aws,aws,True,0.623,0.787
aws,1024,50MB,gcp,gcp,True,1.383,0.525
aws,1024,50MB,aws,aws,True,0.677,0.848
aws,1024,50MB,gcp,gcp,True,1.398,0.534
aws,2048,50MB,aws,aws,True,1.271,2.807
aws,2048,50MB,gcp,gcp,True,1.056,0.589
aws,2048,50MB,aws,aws,True,0.64,0.621
aws,2048,50MB,gcp,gcp,True,0.913,0.611
aws,2048,50MB,aws,aws,True,0.444,0.626
aws,2048,50MB,gcp,gcp,True,0.765,0.595
aws,2048,50MB,aws,aws,True,0.55,0.581
aws,2048,50MB,gcp,gcp,True,0.723,0.577
aws,2048,50MB,aws,aws,True,0.672,0.586
aws,2048,50MB,gcp,gcp,True,0.819,0.648
aws,2048,50MB,aws,aws,True,0.497,0.617
aws,2048,50MB,gcp,gcp,True,0.787,0.592
aws,2048,50MB,aws,aws,True,0.507,0.58
aws,2048,50MB,gcp,gcp,True,0.816,0.583
aws,2048,50MB,aws,aws,True,0.462,0.58
aws,2048,50MB,gcp,gcp,True,0.76,0.585
aws,2048,50MB,aws,aws,True,0.524,0.634
aws,2048,50MB,gcp,gcp,True,0.814,0.636
aws,2048,50MB,aws,aws,True,0.295,0.637
aws,2048,50MB,gcp,gcp,True,0.909,0.626
aws,2048,50MB,aws,aws,True,0.334,0.575
aws,2048,50MB,gcp,gcp,True,0.808,0.649
aws,2048,50MB,aws,aws,True,0.345,0.643
aws,2048,50MB,gcp,gcp,True,0.763,0.608
aws,2048,50MB,aws,aws,True,0.488,0.627
aws,2048,50MB,gcp,gcp,True,0.764,0.597
aws,2048,50MB,aws,aws,True,0.344,0.681
aws,2048,50MB,gcp,gcp,True,0.885,0.632
aws,2048,50MB,aws,aws,True,0.501,0.617
aws,2048,50MB,gcp,gcp,True,0.891,0.652
gcp,512,50MB,aws,aws,True,8.074,10.582
gcp,512,50MB,gcp,gcp,True,3.397,4.733
gcp,512,50MB,aws,aws,True,3.042,11.996
gcp,512,50MB,gcp,gcp,True,1.199,1.716
gcp,512,50MB,aws,aws,True,7.409,13.1
gcp,512,50MB,gcp,gcp,True,2.951,2.848
gcp,512,50MB,aws,aws,True,3.575,11.021
gcp,512,50MB,gcp,gcp,True,2.32,2.796
gcp,512,50MB,aws,aws,True,4.6,4.969
gcp,512,50MB,gcp,gcp,True,3.018,2.615
gcp,512,0,unknown,unknown,True,0,0
gcp,512,50MB,gcp,gcp,True,3.45,6.881
gcp,512,50MB,aws,aws,True,3.971,13.512
gcp,512,50MB,gcp,gcp,True,3.205,3.398
gcp,512,50MB,aws,aws,True,5.758,13.036
gcp,512,50MB,gcp,gcp,True,2.363,2.885
gcp,512,50MB,aws,aws,True,2.693,11.067
gcp,512,50MB,gcp,gcp,True,2.659,2.601
gcp,512,50MB,aws,aws,True,3.114,4.025
gcp,512,50MB,gcp,gcp,True,2.433,3.046
gcp,512,50MB,aws,aws,True,2.986,4.875
gcp,512,50MB,gcp,gcp,True,2.53,2.737
gcp,512,50MB,aws,aws,True,2.782,3.615
gcp,512,0,unknown,unknown,True,0,0
gcp,512,50MB,aws,aws,True,6.627,14.334
gcp,512,50MB,gcp,gcp,True,3.702,4.219
gcp,512,0,unknown,unknown,True,0,0
gcp,512,50MB,gcp,gcp,True,3.403,5.779
gcp,512,50MB,aws,aws,True,9.627,12.991
gcp,512,0,unknown,unknown,True,0,0
gcp,1024,50MB,aws,aws,True,1.518,3.31
gcp,1024,50MB,gcp,gcp,True,1.891,2.459
gcp,1024,50MB,aws,aws,True,1.92,3.108
gcp,1024,50MB,gcp,gcp,True,1.742,1.932
gcp,1024,50MB,aws,aws,True,2.069,3.349
gcp,1024,50MB,gcp,gcp,True,1.411,1.594
gcp,1024,50MB,aws,aws,True,3.103,2.293
gcp,1024,50MB,gcp,gcp,True,1.375,1.571
gcp,1024,50MB,aws,aws,True,1.806,2.226
gcp,1024,50MB,gcp,gcp,True,1.311,1.792
gcp,1024,50MB,aws,aws,True,1.945,2.985
gcp,1024,50MB,gcp,gcp,True,1.341,1.476
gcp,1024,50MB,aws,aws,True,1.685,3.64
gcp,1024,50MB,gcp,gcp,True,1.358,1.618
gcp,1024,50MB,aws,aws,True,2.222,11.358
gcp,1024,50MB,gcp,gcp,True,1.237,1.514
gcp,1024,50MB,aws,aws,True,1.72,12.222
gcp,1024,50MB,gcp,gcp,True,1.175,1.314
gcp,1024,50MB,aws,aws,True,1.664,10.924
gcp,1024,50MB,gcp,gcp,True,1.276,1.572
gcp,1024,50MB,aws,aws,True,1.726,11.364
gcp,1024,50MB,gcp,gcp,True,1.225,1.631
gcp,1024,50MB,aws,aws,True,6.63,3.219
gcp,1024,50MB,gcp,gcp,True,1.322,1.576
gcp,1024,50MB,aws,aws,True,5.243,2.116
gcp,1024,50MB,gcp,gcp,True,1.284,1.618
gcp,1024,50MB,aws,aws,True,1.908,11.568
gcp,1024,50MB,gcp,gcp,True,1.32,1.565
gcp,1024,50MB,aws,aws,True,1.792,10.512
gcp,1024,50MB,gcp,gcp,True,1.303,1.621
gcp,2048,50MB,aws,aws,True,1.997,11.991
gcp,2048,50MB,gcp,gcp,True,1.832,1.268
gcp,2048,50MB,aws,aws,True,2.802,12.657
gcp,2048,50MB,gcp,gcp,True,1.295,1.076
gcp,2048,50MB,aws,aws,True,1.36,12.202
gcp,2048,50MB,gcp,gcp,True,1.029,0.891
gcp,2048,50MB,aws,aws,True,1.436,12.093
gcp,2048,50MB,gcp,gcp,True,1.03,0.847
gcp,2048,50MB,aws,aws,True,1.271,11.208
gcp,2048,50MB,gcp,gcp,True,1.017,0.957
gcp,2048,50MB,aws,aws,True,1.452,15.989
gcp,2048,50MB,gcp,gcp,True,0.929,0.963
gcp,2048,50MB,aws,aws,True,1.317,2.044
gcp,2048,50MB,gcp,gcp,True,1.057,0.954
gcp,2048,50MB,aws,aws,True,1.363,1.574
gcp,2048,50MB,gcp,gcp,True,0.94,0.961
gcp,2048,50MB,aws,aws,True,1.584,1.387
gcp,2048,50MB,gcp,gcp,True,0.903,0.96
gcp,2048,50MB,aws,aws,True,1.472,3.17
gcp,2048,50MB,gcp,gcp,True,1.256,0.987
gcp,2048,50MB,aws,aws,True,1.26,11.208
gcp,2048,50MB,gcp,gcp,True,0.99,1.003
gcp,2048,50MB,aws,aws,True,1.23,11.714
gcp,2048,50MB,gcp,gcp,True,0.972,0.907
gcp,2048,50MB,aws,aws,True,1.54,12.32
gcp,2048,50MB,gcp,gcp,True,1.046,0.851
gcp,2048,50MB,aws,aws,True,1.254,12.457
gcp,2048,50MB,gcp,gcp,True,1.03,1.016
gcp,2048,50MB,aws,aws,True,1.491,12.516
gcp,2048,50MB,gcp,gcp,True,1.062,0.872
aws,128,0,unknown,unknown,True,0,0
aws,128,100KB,gcp,gcp,True,2.297,1.881
aws,128,0,unknown,unknown,True,0,0
aws,128,100KB,gcp,gcp,True,2.18,1.52
aws,128,0,unknown,unknown,True,0,0
aws,128,100KB,gcp,gcp,True,3.52,0.662
aws,128,0,unknown,unknown,True,0,0
aws,128,100KB,gcp,gcp,True,3.479,1.88
aws,128,0,unknown,unknown,True,0,0
aws,128,100KB,gcp,gcp,True,3.218,2.042
aws,128,0,unknown,unknown,True,0,0
aws,128,100KB,gcp,gcp,True,2.359,1.402
aws,128,0,unknown,unknown,True,0,0
aws,128,100KB,gcp,gcp,True,2.57,1.94
aws,128,0,unknown,unknown,True,0,0
aws,128,100KB,gcp,gcp,True,2.259,0.358
aws,128,0,unknown,unknown,True,0,0
aws,128,100KB,gcp,gcp,True,1.98,0.561
aws,128,0,unknown,unknown,True,0,0
aws,128,100KB,gcp,gcp,True,2.82,1.761
aws,128,0,unknown,unknown,True,0,0
aws,128,100KB,gcp,gcp,True,3.897,1.839
aws,128,0,unknown,unknown,True,0,0
aws,128,100KB,gcp,gcp,True,4.318,1.58
aws,128,0,unknown,unknown,True,0,0
aws,128,100KB,gcp,gcp,True,4.579,2.481
aws,128,0,unknown,unknown,True,0,0
aws,128,100KB,gcp,gcp,True,2.721,2.16
aws,128,0,unknown,unknown,True,0,0
aws,128,100KB,gcp,gcp,True,2.412,0.722
aws,256,100KB,aws,aws,True,3.5,10.76
aws,256,100KB,gcp,gcp,True,0.601,0.16
aws,256,100KB,aws,aws,True,3.221,11.16
aws,256,100KB,gcp,gcp,True,0.778,0.341
aws,256,100KB,aws,aws,True,0.499,0.545
aws,256,100KB,gcp,gcp,True,0.66,0.419
aws,256,100KB,aws,aws,True,0.419,0.353
aws,256,100KB,gcp,gcp,True,0.234,0.122
aws,256,100KB,aws,aws,True,0.371,0.235
aws,256,100KB,gcp,gcp,True,0.238,0.267
aws,256,100KB,aws,aws,True,0.535,0.362
aws,256,100KB,gcp,gcp,True,0.279,0.24
aws,256,100KB,aws,aws,True,0.379,0.459
aws,256,100KB,gcp,gcp,True,0.3,0.219
aws,256,100KB,aws,aws,True,0.339,0.437
aws,256,100KB,gcp,gcp,True,0.265,0.259
aws,256,100KB,aws,aws,True,0.22,0.246
aws,256,100KB,gcp,gcp,True,0.226,0.18
aws,256,100KB,aws,aws,True,0.412,0.166
aws,256,100KB,gcp,gcp,True,0.289,0.127
aws,256,100KB,aws,aws,True,0.253,0.296
aws,256,100KB,gcp,gcp,True,0.155,0.12
aws,256,100KB,aws,aws,True,0.204,0.176
aws,256,100KB,gcp,gcp,True,0.164,0.207
aws,256,100KB,aws,aws,True,0.322,0.224
aws,256,100KB,gcp,gcp,True,0.174,0.181
aws,256,100KB,aws,aws,True,0.346,0.231
aws,256,100KB,gcp,gcp,True,0.262,0.199
aws,256,100KB,aws,aws,True,0.479,0.216
aws,256,100KB,gcp,gcp,True,0.214,0.193
